	1
	1
	1
	1
	1
2019/7/31	1
	1
	1
	1
	1
	1
	0
	1
	1
	1
	1
	1
2019/7/30	1
	1
	1
	1
	1
	1
	0
	1
	1
	1
	1
	1
2019/7/29	1
	1
	1
	1
	1
	1
	0
	0
	0
	0
	0
	0
2019/7/28	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
2019/7/27	0
	0
	0
	0
	0
	0
	0
	1
	1
	1
	1
	1
2019/7/26	1
	1
	1
	1
	1
	1
	0
	0
	0
	0
	0
	0
2019/7/25	0
	0
	0
	0
	0
	0
	0
	2
	2
	2
	2
	2
2019/7/24	2
	2
	2
	2
	2
	2
	0
	1
	1
	1
	1
	1
2019/7/23	1
	1
	1
	1
	1
	1
	0
	2
	2
	2
	2
	2
2019/7/22	2
	2
	2
	2
	2
	2
	0
	1
	1
	1
	1
	1
2019/7/21	1
	1
	1
	1
	1
	1
	0
	2
	2
	2
	2
	2
2019/7/20	2
	2
	2
	2
	2
	2
	0
	0
	0
	0
	0
	0
2019/7/19	0
	0
	0
	0
	0
	0
	0
	1
	1
	1
	1
	1
2019/7/18	1
	1
	1
	1
	1
	1
	0
	2
	2
	2
	2
	2
2019/7/17	2
	2
	2
	2
	2
	2
	0
	1
	1
	1
	1
	1
2019/7/16	1
	1
	1
	1
	1
	1
	0
	0
	0
	0
	0
	0
2019/7/15	0
	0
	0
	0
	0
	0
	0
	2
	2
	2
	2
	2
2019/7/14	2
	2
	2
	2
	2
	2
	0
	1
	1
	1
	1
	1
2019/7/13	1
	1
	1
	1
	1
	1
	0
	2
	2
	2
	2
	2
2019/7/12	2
	2
	2
	2
	2
	0
	1
	1
	1
	1
	1
2019/7/11	1
	1
	1
	1
	1
	0
	2
	2
	2
	2
	2
2019/7/10	2
	2
	2
	2
	2
	0
	2
	2
	2
	2
	2
2019/7/9	2
	2
	2
	2
	2
	0
	2
	2
	2
	2
	2
2019/7/8	2
	2
	2
	2
	2
	0
	2
	2
	2
	2
	2
2019/7/7	2
	2
	2
	2
	2
	0
	2
	2
	2
	2
	2
2019/7/6	2
	2
	2
	2
	2
	0
	2
	2
	2
	2
	2
2019/7/5	2
	2
	2
	2
	2
	0
	1
	1
	1
	1
	1
2019/7/4	1
	1
	1
	1
	1
	0
	1
	1
	1
	1
	1
2019/7/3	1
	1
	1
	1
	1
	0
	1
	1
	1
	1
	1
2019/7/2	1
	1
	1
	1
	1
	0
	1
	1
	1
	1
	1
2019/7/1	1
	1
	1
	1
	1
	0
